filename,duration,flag,transcription
sama_nbl_08h24nov2021_0016.wav,6.8,B,eh nanyana ungangena khonje yini i  [tunnel] ngyaybona nawngena kiyo
sama_nbl_08h24nov2021_0017.wav,8.3,N,azange awukhambele umhlangano ngomvulo ukuhlala komkhandlu kuphazamisekile ngemva kokuthi ikhansela ye EFF
sama_nbl_08h24nov2021_0018.wav,5.8,N,[two councelors were absent patric] dintwa s_a_b_c [news mahikeng]
sama_nbl_08h24nov2021_0019.wav,6.1,N,abogqwetha abajamele abenzi bemawo banghanghe ngelithi siqunto soknikela uzuma ipharoli yokugula
sama_nbl_08h26may2024_0001.wav,7,N,oveza iflarha lenarha leli litjha ngelesihlanu iziko elilawula zokuthintana i ICASA ngorhunyeziweko
sama_nbl_08h26may2024_0002.wav,4.8,N,i [russia] isahlele isthabathaba seentolo esisedorobheni leKhaki
sama_nbl_08h26may2024_0003.wav,9,N,lihlawulise i s_a_b_c imali engange [five hundred thousand rand ] mayelana nokungarhatjhi umkhangiso lo umengameli uramaphosa utjele abalandeli
sama_nbl_08h26may2024_0004.wav,6.1,N,umkhulumeli wehlangano ephikisa ngokusemthethweni enarheni le u [sollly] malatse ubeka nganasi indlela
sama_nbl_08h26may2024_0006.wav,7.1,N,ngaphakathi komakhiwo lo ngonobangela wesikhathi angisale ngizibamba la zangaleli awa iindaba
sama_nbl_08h26may2024_0007.wav,5.8,N,zihlangana nehlanganisela yeenhlalo zepolotiki umbikindaba e s_a_b_c
sama_nbl_08h26may2024_0009.wav,10.3,N,kusesenjalo umengameli uramaphosa uthi urhulumende ophethwe yi a_n_c uyokutjheja isibawo seengidigidi zamasewula afrika
sama_nbl_08h26may2024_0010.wav,5.5,N,indaba engphetha ngayo msinyazana ngiphetha ngendaba ethi inarha ye [ukrain] ithi
sama_nbl_08h26may2024_0011.wav,8,S,umlayezwa wethu okugcina ukuthi siyacela eh kubahlali bonke base [south africa] ukuthi masiphumeni siyovowuda
sama_nbl_08h26may2024_0012.wav,6.5,N,ihlangano i i_f_p kulindeleke ukuthi iyokubamba ijima layo lokuzibawela amavowudu
sama_nbl_08h26may2024_0013.wav,5,N,kwabhubha abantu ababili abanye balimala umengameli ubudem
sama_nbl_08h26may2024_0015.wav,8.5,N,la umrholwayo u[johnaston heizen] ayothula umlayezo oqakathekileko ijimeli lizobe libanjelwe etatawini lomdlalo we [cricket]
sama_nbl_08h26may2024_0016.wav,5.8,N,Ihlangano ye d_a kulindeleke ukuthi ibambe ijima layo lokugcina lokuzibawela amavowudu
sama_nbl_08h26may2024_0020.wav,9.1,N,umengameli wehlanganoi ye a_n_c u [cyril] ramaphosa ubuyelele godu wahlaba umkhangiso wekhetho wehlangano ye DA
sama_nbl_08h26may2024_0021.wav,10.2,N,iinhlangano zepolotiki enarheni le sele zithomile ukusonga amajimazo wezekhetho mayelana nokubanjwa kwamkhetho ayokubanjwa ngelesithathu
sama_nbl_08h26may2024_0023.wav,5.9,N,sokufuna kungezelelwe imali yesibonelelo sama [three hundred and fifty] nange ungahluma umnotho
sama_nbl_08h26may2024_0024.wav,9.5,N,ikhetho eliyokubanjwa ngeen [twenty nine] kumrhayili kulindeleke ukuthi kube likhetho elitjhisa khulu solo kwaphela umbuso webandlululo 
sama_nbl_08h26may2024_0025.wav,6.4,N,indaba ekhamba phambili ngaleli awe yindaba emayelana namakhetho ase athomile ekhabo lakhona nganasi ndlela
sama_nbl_08h26may2024_0026.wav,5.1,S,enza ukuthi aphume ayovowuda nalabo abafuna ukuthi sibasize mhlambe ngama [transport]
sama_nbl_08h26may2024_0027.wav,5.9,N,ebezizwakala emoyeni  kukwekwezi f_m kukhanya bha ngephimbo laka [january] masango
sama_nbl_08h26may2024_0028.wav,5,N,i [willow more cricket stadium] ebinoni epumalanga ye [johannesburg] namhlanje
sama_nbl_08h26may2024_0029.wav,9.4,S,[but] siyazi ukuthi [kuyipotiki the last week ye campaigne ibaluleke kakhulu so ngeke si relax sizoba siloko siqhubeka si maker sure ukuthi ama special vote wonke]
sama_nbl_08h26may2024_0030.wav,7.9,N,namalunga wenhlangano le eralini isiyinqoba ebeyibanjelwe etatawini lezemidlalo i f_n_b [stadium johannesburg] izolo ukuthi
sama_nbl_08h27may2021_0001.wav,4.7,B,[no] injalo loke mtshwenivj [at s_a_b_c dot c_o dot z_a] iveke ezako siyokqala
sama_nbl_08h27may2021_0005.wav,7.7,N,u [professor salim abdul karim] ubawe ibubulo lezokulapha ukulungisa iimbhedlela nabasebenzi bezepilo
sama_nbl_08h27may2021_0006.wav,9.5,N,amapholisa aseendaweni lezo ijima lokutjhagala elithome ngomvulo libangele ukuhlangana kumaspala we [nelson mandela bay]
sama_nbl_08h27may2021_0007.wav,8.4,N,uthi kube nokwenziwako ukwehlisa imbalo yokubuthana kwabantu ngombana lokho kurhatjha ngokurhabako ukutheleleka
sama_nbl_08h27may2021_0010.wav,9.2,N,abatjhagali baphazamise ukukhamba kweenkoloyi eendleleni ezimbili kumaspala we [nelson mandela bay] epumalanga kapa namhlanje ekseni
sama_nbl_08h27may2021_0011.wav,7.6,N,bayokuvela ekhotho namhlanje ngamacala amabili ahlukeneko lapho kuthintekako isenzo sokukata nokubetha
sama_nbl_08h27may2021_0012.wav,6.4,N,kubhubhe abantu abalikhulu nababili kwenza bona babe yi [fifty six thousand] abantu esele babhubhile 
sama_nbl_08h27may2021_0013.wav,4.8,N,esarhatjheka emahlelweni wezokuthintana
sama_nbl_08h27may2021_0014.wav,4.9,N,[six hundred and fourty five thousand] abantu esele batheleleke ngomabhubhisa lo
sama_nbl_08h27may2021_0015.wav,7.1,N,ikwekwezi f_m kukhanya bha iindaba ngeze awa lobunane
sama_nbl_08h27may2021_0016.wav,6.4,N,kwesinye isehlakalo umfundi weminyaka elisumi nane ubudala kuzwakala bona wabetha omunye iimfunda ulufuno
sama_nbl_08h27may2021_0019.wav,8.6,N,uthi kufanele kuyeleliswe abantu ngokuzwisisa bona ubujamo abusekho esigabeni sokuthoma kodwana kubujamo obuhlukileko kwanje
sama_nbl_08h27may2021_0020.wav,6.8,N,u [professor karim] ubeke nganasi indlela [first is that people have become complecent]
sama_nbl_08h27may2021_0021.wav,5.4,S,[hash tag coverup] vikela abalingani bakho emsebenzini
sama_nbl_08h27may2021_0022.wav,10.9,N,utitjhere weminyaka emasumi amahlanu ubudala nomfundi weminyaka elisumi nane ubudala bembili [secondary school] ngaphandle kwe [thohoyando] elimpopo
sama_nbl_08h27may2021_0023.wav,6.6,N,uplatu uthi bayokuragela phambili ngokusiza izakhamuzi ezithintekile nge [covid nineteen]
sama_nbl_08h27may2021_0024.wav,6.5,N,lokhu kuvezwe yimeya nakathula isabelo sakhe seemali kumkhandlu dorobha
sama_nbl_08h27may2021_0025.wav,5.9,N,funga owagcina azibulele ngokukhamba kwesikhathi ukulandela isehlakalo sokutheliswa
sama_nbl_08h27may2021_0026.wav,5,N,umfundi loyo ngesikhatheso bekade aneminyaka elisumi nekhomba ubudala 
sama_nbl_08h27may2021_0027.wav,5.8,S,nakhona kudifara ukuthi yihlobo enjani lenyoka elibonakala lapho kule bhudango [unfortunatly] kumlaleli
sama_nbl_08h27may2021_0028.wav,5.7,B,nakumamanzi afeyila kutjho ukuthi awa izinto azisimnandi kodwana nahlanzekileko izinto zihlanzekile
sama_nbl_08h27may2021_0029.wav,5.6,B,iya qalaqale ukuthi [alright] naliragako litjho lokhu okhunyeke uthi usahlathululelwe
sama_nbl_08h27may2021_0030.wav,6.1,B,eh ngendlelakhona sithokozile ke kugogo palisa nomfundisi uVeli maseko nje siyeendabeni ngemva kwazo ke
sama_nbl_08h27may2021_0031.wav,6.2,B,eh lapho sakbona nokho bazaku coca nje nabalaleli ngila abantu balile khulu bathi kunabanye abangaka khethwa
sama_nbl_08h27may2021_0032.wav,8.2,B, kuze njani bangakhethwa abanye bakhethwe ya sizokbuza nabo ukuthi baboneni ukuthi bakhethwe  [ok] izwakele eh Lindiwe
sama_nbl_08h27may2021_0033.wav,9,N,umkhandlu dorobha we [cape town] usule isikolodo esilinganiselwa ku [three hundred million rand] okuyimali ekolodwa zizakhamuzi ezenzelwa
sama_nbl_08h27may2021_0034.wav,5.7,N,uthe isikolodo sezakhamuzi semali elinganiselwa ku [two hundred and ninety five million rand]
sama_nbl_08h27may2021_0035.wav,7.6,N,sisuliwe uthi kulindeleke bona kusulwe isikolodo semali eyi [four billion rand] somnyaka waphambilini 
sama_nbl_08h27may2021_0036.wav,5.5,N,iinhlaka zeembhesi ezibunane nazithengiswako zibiza imali eyi [twelve million rand]
sama_nbl_08h27may2021_0037.wav,5.6,N,emoyeni zizwakale ngephimbo lakaLindiwe mahlangu
sama_nbl_09h01apr2024_0003.wav,9.2,N,bamabili nahlanu abantu esele babotjhiweko ukubotjhwakwabo kukhambisana nephenyo lokubulabawa komphathi weenthuthi e [university petrus roots]
sama_nbl_09h01apr2024_0004.wav,9.4,NS,[eh the safety of others on the road] ibandla eliqale zemikhawulo i [boarder management authority] i b_m_a ngokurhunyeziweko ithi seyicedile ngesigaba sokuthoma
sama_nbl_09h01apr2024_0006.wav,7.4,N,ephelileko engozini leyo kusinde umntazana weminyaka ebunane ubudala kwaphela naye osalatjhwa  esibhedlela selimpopo
sama_nbl_09h01apr2024_0008.wav,5.5,N,balalwa ngeenkulungwana abantu abaphumako enarheni bayokuvakatjhela kezinye iinarha ngepelaveke ede
sama_nbl_09h01apr2024_0010.wav,8.4,N,phakathi kwemoKopane nemarikeni ngesikhathi kuphekelelwa amakholwa abuya e gaborone ebotswana alibangise emoria ekonzweni yegudi yesondo
sama_nbl_09h01apr2024_0011.wav,9.9,N,[that we have facilitated out of a country] undunakulu we israyeli [benjamin netanyawu] uthi uzimisele ukubabuyisa baphephile emakhaya abantu be israyeli abathunjwe
sama_nbl_09h01apr2024_0012.wav,7.5,N,bayokuvalelwa eGaza akhuluma bunqopha kumabonwakude we israyeli unetanyawu uthi urhulumende bekafuna ukukhulumisana nabathumbi
sama_nbl_09h01apr2024_0013.wav,6.3,N,nomboneli vesele ogade angugadi we [vice chancellor] weyunivesithi [professor] sakhela buhlungu
sama_nbl_09h01apr2024_0015.wav,10.9,N,iimphathimandla ze [botswana] zisa khulumisana nezesewula afrika ngekambiso yokubuyiswa kweendumbu zabantu abamatjhumi amane nahlanu abaphelele engozini yebhesi elimpopo ngelesine wevek
sama_nbl_09h01apr2024_0018.wav,13.3,N,nokungabophi ibhande ekoloyini i r_t_m_c ithi ilindele ukuthi sikhuphuke isibalo seenkoloyi eendlelni namhlanjesi njengoba abantu ubunengi babantu bazabe babuyela emakhaya eemfundeni ezihlukahlukeneko umkhulumeli we r_t_m_c u [simon] zwane 
sama_nbl_09h01apr2024_0019.wav,7.2,N,ebesiqala abantu abaphumako enarheni ngepelaveke le yephasika i b_m_a isebenza khulu ngamaholideyi wephasika njengoba
sama_nbl_09h02sep2022_0001.wav,7.6,N,kuyokusiza ukulinga ukudlulisa indaba ababelethi bafuna isizo lezomthetho ngomphumela abawufuneka 
sama_nbl_09h02sep2022_0002.wav,6,N,ikwekwezi f_m kukhanya iindaba ngeze awa lethoba
sama_nbl_09h02sep2022_0006.wav,11.2,N,uphephule umbhotjhongo ngolesihlanu evekeni edlulileko uthi umonakalo ubangele ihlelo lezokuthintana hlangana kweziko elilawulako nesiqhema seentimela
sama_nbl_09h02sep2022_0007.wav,8.3,N,urhulumende wepumalanga kapa uqalene nobudisi ukuzivikela ekhlatjweni ngendlela asebe ngayo ibangamatlhuwo
sama_nbl_09h02sep2022_0009.wav,6.5,N,umkhulumeli womnyango karhulumende esifundeni u siyanda manana uthi azange banikele ngemtlolo yemtlolo yemphumela emndenini
sama_nbl_09h02sep2022_0012.wav,8.5,N,bokuthi babhubhe bunjani abantwana babo ababelethi neenini batjele bona abantwana baqalana nomraro wokuphefumula
sama_nbl_09h02sep2022_0014.wav,6,B,ngelinye ilanga niyokhumbula ukuthi kwenzekani ngaphandle ukuzwa ubuhlungu lobu enibuzwako namhlanje
sama_nbl_09h02sep2022_0015.wav,10.5,N,eyenzeke enyobeni [tarven] ukulandela isililo somphakathi ababelethi neenini zabongazimbi bebangamatlhuwo eyenzeka e [silinary park east london]
sama_nbl_09h02sep2022_0016.wav,5.8,N,kuthi kulindele ubufakazi bona amanye amalunga wehlangano le kumkhandlu dorobha we  [johannesburg]
sama_nbl_09h02sep2022_0017.wav,8.3,N,zasekela isiphakamisweso urhulumende wehlanganiselwa odoswa phambili yi d_a [action sa freedom front plus]
sama_nbl_09h05jan2024_0001.wav,7.4,N,umkhulumeli womkhulumeli womndeni u Ebi makwe wamukele isiqunto sokuthi abulungelwe e [durban]
sama_nbl_09h05jan2024_0002.wav,6.6,N,umangena uthi nanyana ikhetho lango [nineteen ninety four] bekubingwe ngalo ukuthuthukisa ipilo yabantu abanzima kodwana nanje
sama_nbl_09h05jan2024_0007.wav,7.2,N,lokhu kwenzeka nanyana atjele umphakathi ngokuthi uyokuvowudela ihlangano etja ebizwako ngomkhonto wesizwe [party]
sama_nbl_09h05jan2024_0008.wav,8.2,N,i [woman for change] ithi ukutjhatjhululwa phambi kwesikhathi kawkhe kungenzeka kuhlathululeke ngokuthi yinto ejayelekileko
sama_nbl_09h05jan2024_0009.wav,6.2,N,kodwana abantu abanengi abanzima basatlhaga begodu inengi labo bahlala emtlhatlhaneni
sama_nbl_09h05jan2024_0010.wav,9.1,N,basaphila emtlhagweni uthi umbuso ophethe khona nje kufanele ube neenhloni nawubona abantu abanzima baphila ngendlela ebaphila ngayo
sama_nbl_09h05jan2024_0012.wav,7.5,N,hlangana nabo kubalwa nabomengameli balokha be azapo umusibudi mangena nolayibe mabasa ngokwahlukana kwabo
sama_nbl_09h05jan2024_0013.wav,10.8,N,nabakhuluma nebephiko leendaba ehlanganweni yezokurhatjha balile ngokuthi sekuminyaka ematjhumi isewula africa ibuswa ngekambiso yombuso wentando yenengi
sama_nbl_09h05jan2024_0015.wav,7.3,N,umkhulumeli wehlangano ubulelwa adonisi uthi ukutjhatjhululwa kwaka [pestorius] kuthumela itshwayo elimbi emphakathini
sama_nbl_09h05jan2024_0016.wav,8.3,N,amanye amalunga womndenakhe phambilini azwakalise ukuthi ungema bekafuna ukuthi ayokubulungwa ekhabo enhlwathi etlhagwini yesifunda sakwazulu natal 
sama_nbl_09h05jan2024_0017.wav,6.4,N,indaba ekhamba phambili ngethi sekuqinisekisiwe bona sekatjhatjhululiwe u [oscar pestorius] ejele epitori
sama_nbl_09h05jul2023_0001.wav,7.6,N,ikampani yombuso yetjhorense i [south african special risk ascossiation] i sasiriya ngokurhunyeziweko
sama_nbl_09h05jul2023_0003.wav,6.1,N,kwezinye iintolo nokubhubha kwabantu imiguruguru le yabangela nomthelela omumbi nemnothweni wenarha
sama_nbl_09h05jul2023_0005.wav,4.8,N,kubonakala izehlakalo zemiguruguru ebalwe kizo ukutjhiswa nokutapa
sama_nbl_09h05jul2023_0006.wav,7.5,N,kunesiqhema samapholisa esibanjwe ku [video] sidula abantu ebebakhamba ngekoloyi hlanu kwendlela ekulu i [n one]
sama_nbl_09h05jul2023_0008.wav,8.2,N,ithi itshwenyekile begodu idanile ngesiqunto esithethwe mnyango wezamaphilo elimpopo sokuqeda amakontraga wabonesi abangaphezu
sama_nbl_09h05jul2023_0009.wav,6,N,sithoma ngezithi anikelwe iincwadi zokujanyiswa emsebenzini amapholisa amane
sama_nbl_09h05jul2023_0013.wav,9.1,N,ekundleni ekudlalelwa kiyo umakhakhula rarhwe umkhulumeli womnyango u [steve] mabona uthi ungazimbi sekuyaziwa bona ngubani
sama_nbl_09h05jul2023_0014.wav,5.1,N,umphathi we SASIRIYA umpumi tikwe uthi bathole ama [claim] angaphezu kweeng
sama_nbl_09h05jul2023_0016.wav,9,N,ukuphelelwa mamanzi namanye amadamu wedorobha umkhandlu uthi nakho lokhu kube nomthelela omumbi eemalini zawo
sama_nbl_09h05jul2023_0017.wav,6.8,N,kwamakhulu alikhomba i DUNOSA ithi ukutlhayela kwabonesi kuzokuthikazisa ihlelo lezamaphilo lesifundesi
sama_nbl_09h05jul2023_0018.wav,10.7,N,omfundi ka [grade ten] esikolweni samabanga aphasi i [hoerskool garsfontein] ncange pumalanga yepitori isidumbu lesi sithole bogada besikolo izolo ekuseni
sama_nbl_09h05jul2023_0020.wav,7.8,N,uGanyage obekakhuluma embizweni yebhanga ebanjelwe esoweto ncangesewula ye [johannesburg] uthi ukusahlela kwengogwane ye [corona
sama_nbl_09h05jul2023_0021.wav,9.8,NS,[covid nineteen has shocked] imeyara yedorobha letshwane u [cilliers brink] uthi imiraro yokuvalekwa kwamanzi kezinye iindawo zedorobha ibangelwe lihlelo leeskom lo
sama_nbl_09h05jul2023_0022.wav,5.6,N,kusukela iveke ephelileko iindawo ezinengi zetshwane zitlhaga amanzi begodu sekathoma
sama_nbl_09h06jul2023_0001.wav,7.8,N,lalela ke nakhu nge [outsurance essential] okuqakathekileko ungagcina sewuyikubhadela kancani itjhorense ukudlula phambilini
sama_nbl_09h06jul2023_0005.wav,9.2,N,babe nawo ngemakhaya ngaphambi kokuthi acinywe iveke ezako kuqalwe ukuthi amanzi wedorobha le [johannesburg] acinywe ukuthoma ngeen [eleven] zenyanga le ka [july]
sama_nbl_09h06jul2023_0007.wav,7.5,N,uthi nenga bathuselwa abaqatjhi babo kufanele ukuthi bayazise i COSATU namkha bathintane namayuniyoni abangaphasi kwawo
sama_nbl_09h06jul2023_0008.wav,7,N,ngu [out three four four seven zero] i [outsunrance] mboneleli ngetjhorense otlolisiweko
sama_nbl_09h06jul2023_0011.wav,6.3,N,i [union] yabasebenzii COSATU biza boke abasebenzi benarha le ithi
sama_nbl_09h06jul2023_0012.wav,6.5,N,kanti ke u [parks] uyaraga uthi isiqunto sokungenela iintrada kuligadango elifaneleko njenganje
sama_nbl_09h06jul2023_0013.wav,8.2,N,kanti ilithuba lokuthi abasebenzi benarha le yoke bazwakalise amazizo nokusilingeka abanakho ngombuso lo wenarha
sama_nbl_09h06jul2023_0014.wav,6.5,N,ebathemba ukuthi lizobasiza liwusikinye umbuso kube nento ewenzako ngemiraro le yabasebenzi
sama_nbl_09h06jul2023_0015.wav,7.5,N,ubesaziwa khulu ke ngokuba lilunga elimajadu le a_n_c nehlangano yamakhomanisi i SACP ngesikhathi somzabalazo
sama_nbl_09h06jul2023_0016.wav,9.4,N,ngemiraro yezomnotho nokudura kwezinto enarheni le ithi ke imitjhagalo le iyokubanjelwa emadorobheni amakhulu weemfunda zoke zolithoba zenarha le
sama_nbl_09h06jul2023_0017.wav,8.4,N,abeze ngobunengi babo bazoukujoyina ijima layo lomnyaka woke lokuvalwa kwenarha namhlanje okumtjhagalo elila
sama_nbl_09h06jul2023_0019.wav,8.7,N,uthi ke u [parks] bangazibandakanya boke abasebenzi kilemitjhagalo ebanjelwe emadrobheni weemfunda zolithoba zenarha le uthini
sama_nbl_09h06jul2023_0021.wav,5.9,N,iziko lamanzi e [johannesburg] libawe abahlali bedorobhela ukuthi abewakhe ngobunengi amanzi la
sama_nbl_09h06jul2023_0023.wav,5.1,N,bavikelekile ke ektheni babe semirarweni nabaqatjhi babo ngokuzibandakanya 
sama_nbl_09h06jul2023_0027.wav,9.7,NS,s_a_b_c [news johannesburg] akasekho ephasini ungqongqotjhe walokha wekhabinethi noyikutana ye a_n_c u [esol parhart] 
sama_nbl_09h06jul2023_0028.wav,5.3,N,kanti ukhamba nje ephasini ube nemiyaka emasumi abunane nane ubudala [eighty four]
sama_nbl_09h07oct2022_0002.wav,9.9,N, s_m_s sa u [out ] ku [three four four seven zero outsurance] mboneleli ngetjhorensi etlolisiweko nomboneleli ngesizo lezeemali kunemigomo
sama_nbl_09h07oct2022_0005.wav,6,N,umnyango uthe oyophula ikontraga nange kungabuyekezwa
sama_nbl_09h07oct2022_0007.wav,8.3,N,indoda yeminyaka emasumi amahlanu ubudala ibekwe icala lokubetha nokukhomba ngesigidi umsana e [groblasdal]
sama_nbl_09h07oct2022_0009.wav,6.8,N,i [cover] yengozi begodu ne [cover] efika ku [one million] yokuthwala umlandu obandakanyekileko engozini
sama_nbl_09h07oct2022_0010.wav,8.2,N,iindabezi uzilethelwa [outsurance essential] yitjhorensi eyenzelelwe beyabekelwa intengo yekoloyi ezidala s_m_s sa u [out]
sama_nbl_09h07oct2022_0011.wav,5.5,N,ilayisense yokusebenza yakwa [busco] abatjhayeli bamateksi abadluliselwe kundunakulu
sama_nbl_09h07oct2022_0012.wav,6.4,N,zepolitiki lokhu kulandela isiqunto sayo sokubuyekeza ibumbano layo ukulandela ukuwa
sama_nbl_09h07oct2022_0013.wav,9.8,N,embombela emhlangano orhabako omalungana nokulwa kwabo lokhu kuza ngemva kokubhala kwemikhulumiswano nomnyango wezendlela nokuthutha
sama_nbl_09h07oct2022_0014.wav,4.7,N,ilunga lehlangano ye i_f_p epalamende u [lizel van nder marve] 
sama_nbl_09h07oct2022_0017.wav,9,N,nomnyango wezamapholisa ayisebenzi kuhle amalunga wepalamende afumene iinlilo ngamalanga ngemisebenzi
sama_nbl_09h07oct2022_0021.wav,10,N,mjaphethe omkhulumeli kandunakulu u [george] mthetwa uthuntwanakulu uyokubamba imikhulumiswano ihlandla lesibili nabatjhayeli bamateksi
sama_nbl_09h07oct2022_0022.wav,6.9,N,ihlangano i [action SA] ithi iyokubonisana nehlanganisela yebumbano layo kubalwa nazo zoke iinhlangano
sama_nbl_09h07oct2022_0024.wav,6.7,N,elimpopo elindeleke ukuvela ihlandla lesine ekhotho yendawo namhlanje
sama_nbl_09h07oct2022_0025.wav,6.8,N,cabanga nje ngeembadalo eziphasi imbadalo eza iyi [cash] i [cover] yokwetjelwa
sama_nbl_09h07oct2022_0029.wav,4.7,N,ngemva kokunghanghisana ngenyanga ka [june]
sama_nbl_09h07oct2022_0030.wav,7.4,N,i  [outsurance essential] yeenkoloyi ezineminyaka engaphezu kwemihlanu engakolodiko nezibiza ngaphasi kwe [hundred and twenty five thousand]
sama_nbl_09h09aug2022_0001.wav,5.2,N,njengombana basebenzela ukuvuselela ngobutjha nokuletha ibumbano ehlanganwenenu
sama_nbl_09h09aug2022_0003.wav,5.9,N,abantu abanengi abanabuyo kanti abanawo amanzi ahlwengisiweko wokusela
sama_nbl_09h09aug2022_0004.wav,6.6,N,kanti abarholi be a_n_c kwazulu natal bahlathulule njengokhambe kuhle umhlangano obanjwe
sama_nbl_09h09aug2022_0005.wav,10.2,N,iminyaka emibili ihlathulula ukusozisa iMango imango beyingaphasi kokuhlangula ngokwebhizinisi unyaka woke ngemva kokujanyiswa kawboflayi
sama_nbl_09h09aug2022_0008.wav,8.1,N,kanti iziko lezehlakalo ezirhabekileko le [cape town] lithi kubonakala zandile izehlakalo ezihlobana
sama_nbl_09h09aug2022_0010.wav,6,NS,banomraro ngokujanyiswa kwelayisensi
sama_nbl_09h09aug2022_0012.wav,5,N,nomengameli walokha we a_n_c uthabo mbheki ema ofisini wethabo mbeki [foundation] 
sama_nbl_09h09aug2022_0014.wav,5.1,N,ilunga lekomidi kameya ephikweni lezokuphepha nevikeleko u [j_p smith]
sama_nbl_09h09aug2022_0015.wav,5.8,B,siqale khulu abentwana kusukela ekubelethweni kwabo kufikela eminyakeni elitjhumi nambili
sama_nbl_09h09aug2022_0016.wav,9.5,N,nerarano yekhaya eemvekeni eentathu ezudlulileko izehlakalo ezibekiweko zeqela ematjhumini amabili nahlanu ukusuka
sama_nbl_09h09aug2022_0018.wav,10.1,N,ngeenkulungwana enganabuyo uzulu uthi ubonisana neminyango efaneleko ukurhabisa ikambiso leyo [we have been asked already by the president]
sama_nbl_09h09aug2022_0020.wav,12.3,N,kanti abantu abasinde eenkhukhuleni endaweni yokufihla ihloko yomphakathi e [mariano ridge] bajelwe bona kufuze balinda iinyanga ezisithandathu ukufuduselwa
sama_nbl_09h09aug2022_0021.wav,9.8,B,vumela abantwana badlale khona bazokuphumelela eemfundweni zabo kuuvuseleleke godu kuqine ubudlelwano phakathi umntwana nombelethi
sama_nbl_09h09aug2022_0023.wav,6.8,B,lo mrhatjho ikwekwezi f_m kukhanya bha ngeze awa lethoba iindaba lotjhani
sama_nbl_09h09aug2022_0024.wav,7,NS,[in their own homes] kanti umengameli we [america joe biden] uthembise ukusiza imindeni e [kentucky]
sama_nbl_09h09aug2022_0025.wav,5.6,N,igezi nezinye iintlabagelo eqakathekileko u [biden] ukhulumisene
sama_nbl_09h11nov2023_0001.wav,7.1,N,ngyalotjhisa eendabeni ze awa lethoba kukwekwezi f_m ezifundwa nguthembisile wakwamnisi
sama_nbl_09h11nov2023_0003.wav,4.9,N,babalwa ngeenkungwana abantu ababulewe mahlangothi womabili
sama_nbl_09h11nov2023_0007.wav,7.8,N,ngemva kokuthi athule amahlelo wokuthuthukisa inarha kizo uzikalala usemqalisweni wamasiso e [united kingdom]
sama_nbl_09h11nov2023_0008.wav,8.9,N,kuyobonisana ngepi esahleleko phakathi kwe [israel hamas] ziinarha ezimatjhumi amabili nambili ezokukubuthana emhlanganweni okhethekileko lo
sama_nbl_09h11nov2023_0009.wav,8,N,ubanjwe ngaphasi komkhandlu weenarha zesitjhaba sama [arab] ekuyobiniswana kiwo ngokurhagala kwepi ethome ngenyanga ephelileko
sama_nbl_09h11nov2023_0010.wav,13.7,N,ikhotho kamarhastrada ebelabela elimpopo itshwiliselwe ngelesihlanu iveke  ukulalelwa kwesibawo sebheyili yabantu abathathu ababanjelwa kugcekeza iplasi lakamengameli u [cyril] ramaphosa eliselimpopo
sama_nbl_09h11nov2023_0012.wav,8.8,N,bekuziindaba ze awa lethoba kukwekwezi f_m ezifundwa nguthembisile wakwamnisi mgiyabuya nezilandela  lezi ze awa letjhumi
sama_nbl_09h11nov2023_0013.wav,5.9,N,ibuyelele godu yabawa nokuthi kubwe phasi iinkhali phakathi kwenarha ye [israel hamas]
sama_nbl_09h11nov2023_0014.wav,6.1,N,ilunga lekomidayo ephetheko udakoda legwete naye bekayingcenye yematjhi le
sama_nbl_09h11nov2023_0015.wav,4.9,N,kukwekwezi f_m kukhanya bha indaba ekhamba phambili ngalesi skhathi ngethi
sama_nbl_09h11nov2023_0016.wav,8.3,N,naksenjalo abarholi beenarha zesitjhaba sama [arab] nebamalunga wekolo yesi [islam] bahlangene e [saudi arabia]
sama_nbl_09h11nov2023_0018.wav,9.1,N,bebavele ekhotho ihlandla lesibili izolo umsolwa wesithathu u [david joseph] ubanjwe ngelesine wavela ekhotho kokuthoma izolo kubika uJan
sama_nbl_09h11nov2023_0020.wav,6.2,N,iphalaphala ngomhlolanja ka [twenty twenty] u [imanuella david  froliana joseph]
sama_nbl_09h11nov2023_0021.wav,5.3,N,bathathu abasolwa ngokudlelezela iplasi likamengameli iphalaphala ngo [twenty twenty]
sama_nbl_09h11sep2023_0003.wav,4.9,N,ngemva kwehlalo sokusikinyeka kwephasi sangolosihlanu esisahlele inarha i [morocco]
sama_nbl_09h11sep2023_0004.wav,5.7,N,uthi ke bazokuhloma amagadango ekhotho emvekaneni ezidlulekwezi malungana nemayini leya
sama_nbl_09h11sep2023_0012.wav,6.4,N,abahlanguli baqinise imizamabo yokuthola boke labo abasindako
sama_nbl_09h11sep2023_0013.wav,6.3,N,kwaphuma ikhemikhali abulalako eyingozi khulu yahlangana nedaka yaba umonakalo omkhulu ngemva
sama_nbl_09h11sep2023_0014.wav,12.3,N,ngoba usese mkhulu umonakalo owenzekileko endaweni leya bengisonga nangeza nje kweze awa lethoba ngiyabuya kweze awa lesumi mrhatjho ikwekwezi f_m kukhanya bha njenganje emthonjeni uno gush magesh 
sama_nbl_09h11sep2023_0015.wav,7.5,N,umtlami lo we [pick n pay] ubhubhe iveke ephelileko le aneminyaka emasumi alithoba nambili ubudala
